folder,f1,f2,f3,gmag1,gmag2,gmag3,is_truth_geom,pred_prob,gb_confidence,hybrid_score
20231105_2023_VY1,"(186.94260844704496, 510.5902726951432)","(144.90975798612234, 509.4298387134856)","(104.0934345163736, 510.2665628661714)",19.268586205473746,18.63167284049959,19.378917337935512,False,0.01962168,0.0005803732,0.01021710124
20231105_2023_VY1,"(8.795603396822855, 491.655068743382)","(22.82155108136135, 419.59587509747575)","(39.01690794609499, 348.76707738275826)",19.41530795012348,19.96591501430945,19.44112958348564,False,0.073372126,5.3054455e-06,0.03668977681185
20231105_2023_VY1,"(278.0055506871077, 314.7702663156595)","(384.5293820111741, 343.72641338792795)","(492.84021114064814, 375.40488822651986)",19.51274683957218,19.266411848509925,20.604682148377133,False,0.17377698,4.9465275e-06,0.08689195256925
20231105_2023_VY1,"(398.2410616155569, 344.44501856779743)","(398.33097396387194, 343.0801868071233)","(397.3781067832888, 344.73304536976553)",18.91958422476212,19.030800382101216,18.934086280845857,False,0.05388444,0.0029116536,0.02898037752
20231105_2023_VY1,"(358.7048575312515, 336.7895798098285)","(376.67220489597923, 332.61922285710017)","(397.193444115253, 326.47370575810237)",19.26436753555021,19.04203981239668,19.82827178535008,False,0.21863207,0.021300146,0.1242261372
20231105_2023_VY1,"(272.55032876575456, 292.3799692102456)","(390.23184524378377, 205.58101364207363)","(510.2515523952641, 114.61981279473159)",18.92722888725704,19.264455744399505,18.99370328474037,False,0.13844237,4.2633517e-05,0.06925102846190001
20231105_2023_VY1,"(127.68868577789058, 501.31444508844464)","(136.17344409243705, 504.0157637137388)","(146.93978903760268, 508.71159516816647)",18.787949523803988,18.95405640462738,18.620529058190904,False,0.011229226,0.16387124,0.120324481
20231105_2023_VY1,"(326.7881781367423, 333.9594141070339)","(290.2900748755528, 336.83795472112695)","(253.8358577966111, 342.6370594340728)",19.41650729720812,19.414666969050515,19.708851186811643,False,0.11393483,0.0016094393,0.05809402251
20231105_2023_VY1,"(352.9874022306511, 200.28593308832419)","(412.19244868261, 100.3552781932905)","(475.11073941991026, 0.19614297000129)",19.834249049078537,19.24946882439125,21.803124262997702,False,0.0027096455,9.0197145e-06,0.00136113655015
20231105_2023_VY1,"(510.1262161639631, 359.67843839436324)","(390.81605136641, 327.6720248894706)","(272.3251621221199, 292.17890869696106)",19.173080583608627,19.37389034289069,18.77249126765051,False,0.069070265,1.3908324e-05,0.0345448683268
20231105_2023_VY1,"(347.7051895099386, 341.7221170848042)","(366.36650184454163, 349.8263838308402)","(383.7333514514389, 354.89896986232344)",19.67992169927489,19.443038166008154,19.32310143314488,False,0.019192455,0.0042488114,0.01257039548
20231105_2023_VY1,"(385.09827877035013, 337.80832439996607)","(328.8112593325973, 348.91678248209945)","(274.871588923145, 356.8233007878047)",19.30952335640652,19.20501318566657,19.55809291113665,False,0.08216118,9.912985e-05,0.041149980895
20231105_2023_VY1,"(1.8224233855602563, 379.12830885934557)","(60.97519798433348, 367.8080952882665)","(124.89138790431181, 354.12675810020613)",19.647221037351887,18.67822038272776,19.198030712776543,False,0.02836719,2.8631302e-05,0.014203636911400001
20231105_2023_VY1,"(484.64731201111096, 265.65591458771013)","(396.57344706311324, 212.8018140822921)","(302.84794599624735, 157.0089737912049)",17.996747871527383,20.30374144137314,19.538178648454704,False,0.2051738,1.905387e-05,0.102600237709
20231105_2023_VY1,"(504.4926508257457, 198.1883582681373)","(504.83615840825996, 231.7021466793588)","(508.41108509096455, 267.48532767867084)",15.97418969683222,19.455293206380368,18.3258554307746,False,0.12053497,5.1491984e-06,0.06027108943888
20231105_2023_VY1,"(280.0909887308362, 319.4791068412765)","(294.92080547019106, 303.05576008253115)","(308.77167524649934, 290.7217734713612)",19.29991646085401,19.117308623381792,18.775440532534617,False,0.18098663,0.0007141961,0.09099325227
20231105_2023_VY1,"(365.36170889156176, 346.18385837161327)","(219.5727489631802, 325.3785832647118)","(66.3801299726835, 302.96405869766124)",19.36983369902208,19.74795171179072,18.426030744580626,False,0.04040042,6.178114e-05,0.020243456798
20231105_2023_VY1,"(372.3384292882738, 182.4408018428584)","(300.23234482743993, 101.46083148827117)","(223.80884094064524, 22.409079758289806)",19.564880208706185,19.40297899114261,19.674232948535888,False,0.26422352,2.4342883e-06,0.13211346400180998
20231105_2023_VY1,"(332.4917725432756, 494.7515729485253)","(355.79051428588514, 502.3135873830663)","(382.4473475872105, 507.20797734430346)",18.682542947102974,18.93850874319101,18.702275778841013,False,0.004159447,0.0037942377,0.00473568989
20231105_2023_VY1,"(129.15106727699433, 509.8946180791271)","(130.0259519730338, 509.997356416137)","(128.31124800433568, 506.03550837555326)",18.67110967373496,19.0815031048282,18.78106685181588,False,0.023163404,0.00042530135,0.011879412944999999
20231105_2023_VY1,"(174.62891936455839, 62.956921980486214)","(95.88684689821483, 39.668898895291676)","(8.980850921984313, 14.94907113222385)",19.761876817957816,18.37695239618049,16.729346021507666,False,0.0047347127,1.7723161e-05,0.0023797625627
20231105_2023_VY1,"(333.5129326497336, 235.74889071027087)","(309.11478661670003, 290.64916374937394)","(281.0972517749766, 341.5921144299807)",19.609191829411124,18.811755864105656,19.240863187107585,False,0.18202886,0.00019906448,0.091153775136
20231105_2023_VY1,"(510.0526105341686, 355.6230960856998)","(502.6102116428973, 408.07216659683314)","(490.17438405407546, 458.72355758525896)",19.29628282143117,17.062372490576394,,False,0.037885934,4.9328377e-05,0.0189774968639
20231105_2023_VY1,"(507.09531917639094, 507.08209438351105)","(509.9507500306486, 359.24151343139005)","(507.7057589062131, 215.8852682682476)",14.63432713855504,19.19718287694991,19.45233107231717,False,0.118289426,1.4972198e-05,0.0591551935386
20231105_2023_VY1,"(87.76126627835359, 198.7289381706506)","(63.663562031637184, 311.48107883604985)","(34.42181779299045, 429.9400692089581)",20.19092170530904,18.58399344013411,19.758654443163444,False,0.116248876,1.3155042e-05,0.0581336465294
20231105_2023_VY1,"(274.88607420579586, 508.06231625047894)","(316.087607558924, 510.33894668192227)","(360.0375814397908, 507.361405248477)",18.354158736288472,19.1307745361444,18.58783711530853,False,0.006476492,0.00084681745,0.0038310182150000003
20231105_2023_VY1,"(300.37693172839903, 100.80785306860383)","(353.8211092167736, 229.60085958206744)","(400.22984527933824, 353.08104562032213)",19.502032643342528,19.69418134556009,19.41051126654273,False,0.17559217,0.00017196314,0.087916459198
20231105_2023_VY1,"(428.7061227219071, 219.17348135582546)","(382.18592963954694, 184.41852766683868)","(330.9393786524649, 155.58423555074484)",20.064639349227004,19.89592447941173,19.50607625053939,False,0.022240127,3.8240364e-06,0.01112274032548
20231105_2023_VY1,"(309.02485041449154, 290.55638365668443)","(401.10957597241355, 350.01171989036163)","(502.720511392166, 408.2092385378364)",19.405954706092835,19.051729045482336,17.122369906977156,False,0.072575346,3.8008943e-06,0.03629033362601
20231105_2023_VY1,"(343.5969373763945, 331.97921669420396)","(316.2036701969788, 327.97239679014035)","(298.77426839351165, 322.3942364091922)",19.285762714179352,19.42305750861564,19.874600774863595,False,0.1291047,3.9032075e-05,0.0645796724525
20231105_2023_VY1,"(393.083702674346, 502.43767793154063)","(386.3234215516335, 359.67578356046556)","(369.6014745117495, 212.0557049955929)",18.650560505924062,18.84695065844396,19.680468410464023,False,0.053300396,1.8955392e-06,0.02665152487744
20231105_2023_VY1,"(25.99660299976162, 457.8908902944797)","(18.422731787680192, 452.3649081394047)","(18.105761037454556, 452.8583813829663)",19.27045311121236,19.35690542993431,19.11024724423821,False,0.011010402,0.00017237142,0.005625860994
20240801_A1192Lc,"(286.76703855412245, 345.1451331604703)","(190.66642687442314, 375.906374578602)","(96.12736180424395, 405.6632918324907)",19.93473031867581,20.066949585202973,18.29822160523612,False,0.17888394,1.0865026e-05,0.0894495755182
20240801_A1192Lc,"(1.7517148498223492, 444.6009224538911)","(2.4659485369379865, 336.0927938371832)","(3.601675691950561, 229.50757709031407)",20.088569063983066,20.69559589120651,19.271198322685947,False,0.10433123,6.676712e-05,0.052212351984
20240801_A1192Lc,"(2.567560276940867, 86.30014539771406)","(3.396728268527795, 50.24101844666879)","(3.9797912622098863, 16.24725636136708)",19.67818428985316,20.236146877194606,19.346822908329948,False,0.015179011,0.4344532,0.31170674549999994
20240801_A1192Lc,"(3.827154332681573, 3.9183084395006063)","(34.788813640696446, 2.471917967684078)","(67.79572132672291, 0.6118135600419805)",14.94548494860125,18.427592065460384,19.47734431123344,False,0.0070102243,2.1868154e-05,0.0035204198578
20240801_A1192Lc,"(222.6171941632074, 252.9837967597955)","(246.71925817932393, 150.75214805087563)","(270.6759637281352, 51.0716468630491)",20.713022762966805,19.48870257358228,19.891803681869487,False,0.2095394,0.00020521655,0.104913351585
20240801_A1192Lc,"(79.81924095191712, 90.19932874174887)","(205.3293554285816, 76.10897310849052)","(332.59848281940833, 61.00853232103748)",20.994458942654408,19.66950597725529,20.775935313019787,False,0.051818274,1.5496282e-05,0.0259199843974
20240801_A1192Lc,"(128.0731805694419, 48.013222539483564)","(129.08685627166034, 48.86071108461573)","(128.8181207337439, 48.094945859221355)",20.26288979934258,20.398480614918384,20.299532475885524,False,0.062217373,0.0005039527,0.03146145339
20240801_A1192Lc,"(3.0588343388869816, 229.78908184377073)","(14.833355402245871, 350.12339113507073)","(26.37274700766352, 467.26245735764337)",19.63513097065204,21.364178262997925,20.907389000971044,False,0.13720511,1.9440677e-05,0.0686161634739
20240801_A1192Lc,"(259.63645073265855, 100.25099539032198)","(292.24741501156046, 130.46425434120275)","(323.8724842475905, 158.49515636769698)",19.33513883748933,19.962781038978004,20.7010263563807,False,0.08163495,5.64563e-05,0.04085699441
20240801_A1192Lc,"(254.65618709757877, 121.10582313708451)","(269.2051251482772, 110.57853883372132)","(281.24282125138575, 101.38957035928985)",19.650155142276788,19.70045016243396,19.93087308014828,False,0.012776547,0.85393316,0.6041414855
20240801_A1192Lc,"(221.67789866342963, 69.21285818806564)","(254.85702097410095, 87.63028298863802)","(290.20528678739686, 105.42054183684925)",20.520161170714537,19.341568997406988,19.7083154453932,False,0.036783047,2.0381369e-05,0.0184057904583
20240801_A1192Lc,"(246.63262284068827, 150.273608677661)","(284.303320773239, 79.92154106598875)","(320.87013211946095, 7.5233687863143075)",19.95821072823752,19.919533751649205,20.920363268006064,False,0.14276035,2.3124437e-06,0.07138179371059
20240801_A1192Lc,"(253.72064133215, 0.4371127113472255)","(267.46730313875145, 62.478263982836125)","(282.46346621157153, 127.48547388461131)",19.46924658723673,19.814123440399182,19.8723203931712,False,0.03451659,0.00015790804,0.017368830628
20240801_A1192Lc,"(506.12145851405, 1.05159926783449)","(505.81635158529207, 2.5871010432839796)","(505.8779855961833, 0.7413862722837621)",21.09563809007956,20.04042290362837,20.205156746592017,False,0.055755112,0.015694056,0.0388633952
20240801_A1192Lc,"(32.992100496235395, 2.0283216312312504)","(17.920561887968944, 3.7449033332756017)","(4.416115279838067, 3.550014321369588)",18.62055130602573,18.680883633672835,15.03838681089846,False,0.0028939405,3.9498514e-06,0.00144973514598
20240801_A1192Lc,"(228.16298732249834, 56.64086450312644)","(334.3765951797001, 98.77710660227572)","(439.11954228030027, 143.83715915482065)",20.135044887481307,20.60905541932278,19.8184779122453,False,0.08063115,1.1856439e-05,0.040323874507299996
20240801_A1192Lc,"(245.59928092434419, 272.41046376053714)","(245.87975108330295, 271.5916953386642)","(248.89395829624175, 269.29288214698323)",19.411131068739323,18.9351772585722,19.097540656810708,True,0.37492493,0.0038819534,0.19017983238
20240801_A1192Lc,"(190.66043690084427, 375.2499346085516)","(157.57527309053506, 263.00767590709086)","(127.80514463527902, 152.86130711134356)",20.186491805245417,19.083515655655862,18.8165018032232,False,0.17269352,3.8149537e-05,0.0863734646759
20240801_A1192Lc,"(254.49781024264982, 78.42291240437734)","(253.9248737824522, 36.86887150487976)","(253.94373464111638, 0.2831476077066668)",20.38990247038591,18.2752704587846,18.73109598583188,False,0.07247159,8.281189e-05,0.036293763323
20240801_A1192Lc,"(473.21243079632194, 113.16203746902414)","(439.23886593839495, 143.4533603464436)","(409.6881695706679, 171.0799237697796)",20.98928509039897,19.90709446833837,21.07437767730201,False,0.21070829,8.831505e-05,0.105415965535
20240801_A1192Lc,"(278.65434546865447, 456.2806904324791)","(274.9340823383015, 456.7062187425608)","(275.91723278391646, 456.88478078636035)",11.28187282573483,11.277609376646865,11.277935267682448,False,0.015679922,0.00010374147,0.007912580029
20240801_A1192Lc,"(2.7719068955772457, 414.78770229173097)","(3.583835514076327, 453.2672437151746)","(7.760426313740652, 493.80536667496904)",20.219205290845046,19.89620712258086,18.63571284407123,False,0.16037846,0.00024243962,0.080358937734
20240801_A1192Lc,"(468.86837266325574, 49.64274572763037)","(374.3962556717746, 112.24933911184795)","(280.148614523262, 169.9657753265671)",19.953664111476087,20.7675089649166,20.0573372303557,False,0.23147273,1.9253956e-05,0.11574984276919999
20240801_A1192Lc,"(292.3413768718474, 130.6899474072471)","(254.09090854169852, 120.77183380850343)","(219.9362504537837, 108.50278265600244)",20.862839548692964,18.81600343375972,19.97761524705928,False,0.10766272,0.0011180264,0.05461397848
20240801_A1192Lc,"(1.6301928941174992, 253.10876921059986)","(3.349291257147712, 229.80378810674443)","(3.0934453184482322, 201.36620161329796)",20.483055469032337,19.03589363234496,20.215272636277625,False,0.08065645,0.00020037862,0.040468490034
20240801_A1192Lc,"(62.036792026803056, 217.06843027131373)","(159.97710599474166, 171.01404655606538)","(254.7531871794229, 121.02014536957685)",20.05021378574361,20.32285395409512,18.922913543969685,False,0.11123902,8.943722e-06,0.0556257706054
20240801_A1192Lc,"(141.51503072344946, 85.2269115573391)","(201.95081407481644, 110.9779330643367)","(268.3346475988509, 140.45983193613688)",20.35141006702594,20.40789204445005,20.12134825965989,False,0.020186994,1.6088146e-05,0.0101047587022
20240801_A1192Lc,"(254.02013888890485, 36.43078351600795)","(260.65158085089223, 76.30019917494928)","(269.3915493258791, 110.74082794584291)",18.72492235637593,19.62470905947758,19.74657661613432,False,0.097950816,1.1403841e-05,0.0489833906887
20240801_A1192Lc,"(233.52143357219455, 142.3452988287089)","(257.3356867158716, 101.07853352285827)","(283.536638088998, 64.77470342048281)",19.50476891922624,18.933516247241112,20.147552785608195,False,0.016670335,0.0005876572,0.00874652754
20240801_A1192Lc,"(498.07880572036083, 323.8839379489879)","(501.16624509374003, 394.90783768114994)","(501.71766938176444, 458.32934258043883)",17.532759225490267,20.049267685802537,19.59866967239569,False,0.062813394,3.916897e-06,0.031409438827899996
20240801_A1192Lc,"(269.41539413887233, 238.4909454315076)","(290.453126248128, 159.2573812394087)","(305.80363174106145, 85.99457808478337)",20.226580620324164,20.135262143161587,20.38675321123922,False,0.13305518,3.6820176e-05,0.0665533641232
20240801_A1192Lc,"(19.286003965798272, 4.83449213616413)","(127.69991225774316, 77.21800710099683)","(233.5408305131466, 141.7245561670426)",18.480307033532075,19.659853533922487,18.798340931996297,False,0.09825809,4.7708913e-06,0.04913238462391
20240801_A1192Lc,"(26.7754629289785, 467.24538861493966)","(13.65352197379869, 461.80439242631326)","(2.9044422815609323, 451.0827328848724)",20.994801800938028,20.17254668389691,20.104469156906177,False,0.18716301,0.0005677409,0.09397892362999999
20240801_A1192Lc,"(2.023227333677596, 18.52090774620231)","(2.6620348765442827, 27.0486204508575)","(6.719509372192533, 26.341546354434513)",19.4927448100793,19.42079392307444,19.40707083522437,False,0.0035941913,0.00086977426,0.002405937632
20240801_A1192Lc,"(73.04160227295299, 400.06457999604817)","(64.1492750441999, 404.827160960334)","(64.3439088675338, 404.51650388725585)",19.862733457431304,20.28603670598062,20.49436734449705,False,0.064813316,0.00011103992,0.032484385944
20240807_A119gpd1,"(216.29726563661643, 285.3460831401024)","(230.9781653223423, 293.2153228516795)","(245.78925327746995, 301.305232905308)",18.17029722708586,18.32688011864714,18.04837397807524,True,0.84850454,0.79447347,0.980383699
20240807_A119gpd1,"(489.45989369401923, 14.897765649766257)","(477.60412293876595, 105.25512757395174)","(465.66141774742204, 196.38548678985978)",22.546394138184148,22.41510104679984,22.20871297753289,False,0.04154094,1.0738446e-05,0.020777986912199998
20240807_A119gpd1,"(349.91549532427354, 319.905850760347)","(349.0650866783304, 320.1792442927831)","(348.9953844769524, 320.33608549647204)",21.99977087723964,21.87803082819341,22.05785894465896,False,0.0814389,0.0003500037,0.04096445259
20240807_A119gpd1,"(5.402920072899889, 393.72766133726384)","(6.476216781037124, 394.00573147126784)","(6.529822725364795, 393.8080071669874)",21.70712007659042,22.14040314318786,21.628604462076467,False,0.0899254,0.0004380038,0.04526930266
20240807_A119gpd1,"(347.5994926161146, 349.9302654851721)","(346.78532404297385, 349.87755899524427)","(347.4531303241895, 349.71764001222846)",22.338011051714204,22.383499419186823,22.01617196220792,False,0.07503204,0.00088334584,0.038134362087999994
20240807_A119gpd1,"(440.01451530210096, 163.52817301218593)","(419.5822542822152, 270.0462816442969)","(397.9452473718221, 377.3601038680006)",22.20787163992458,22.331284166416232,22.985869885311608,False,0.018525472,1.5341506e-05,0.0092734750542
20240807_A119gpd1,"(459.35377642974004, 217.6970754229281)","(474.96498085658084, 345.8201219570781)","(491.70325414923275, 472.6850987011953)",21.19173321635839,22.671332287703272,21.495199840197493,False,0.14380388,3.6579942e-05,0.0719275459594
20240807_A119gpd1,"(425.8296016706327, 96.15530206598828)","(426.3757751886103, 95.52542096569562)","(425.4812066670878, 96.39646366215416)",21.92009857997572,21.73852921938902,21.54006067875888,False,0.12694001,0.002850274,0.0654651968
20240807_A119gpd1,"(372.84712517154384, 202.94272349532997)","(373.9720218971553, 203.6679797600979)","(374.09841306788826, 202.3438559105877)",21.259563684011304,21.34871325216988,21.10807286938494,False,0.09816429,0.0024221763,0.05077766841
20240807_A119gpd1,"(61.90123709622995, 470.4828223000633)","(61.120254508516865, 471.3822941848048)","(62.548973464631956, 470.66281142597995)",22.17211836859324,22.04699942455379,21.822955278496792,False,0.05698435,0.003775686,0.0311351552
20240807_A119gpd1,"(183.56770248050734, 201.9750531280164)","(224.28460683233237, 339.0002756448251)","(267.89314810041276, 475.6077579376869)",21.91464803891988,21.40840898611015,23.86369087532575,False,0.06812695,2.1760558e-05,0.034078707390600003
20240807_A119gpd1,"(404.04305561380954, 412.35447492298874)","(346.6453921733384, 375.430629118459)","(286.38814441324377, 335.96371515727054)",22.81543831525624,21.994186361724573,22.298605405755445,False,0.04499159,8.626947e-06,0.0225018338629
20240807_A119gpd1,"(468.97584606887733, 182.52837177641885)","(470.6160270341528, 181.44374355325442)","(469.3958031225595, 181.1242705041877)",20.157511657355982,20.4751796087868,20.201570010119426,False,0.18004107,0.00092341995,0.090666928965
20240807_A119gpd1,"(436.64414547140905, 255.96125138385963)","(465.2029238566699, 180.81064806670025)","(496.6503005570903, 106.40134253083622)",20.800928820424662,21.26547279673008,22.594799164178507,False,0.039149504,2.6800572e-05,0.019593512400400002
20240807_A119gpd1,"(359.249890417471, 200.98910244930457)","(372.9698237246921, 272.5980533763467)","(389.99391977941355, 343.14095198748083)",22.605040746019643,22.699633361523546,21.291990882345303,False,0.13148998,1.2591542e-05,0.0657538040794
20240807_A119gpd1,"(1.523549436097369, 411.5952081518069)","(1.819157396127821, 425.4188051878166)","(3.8066639376889384, 436.4134298718721)",22.71447144819713,22.58722402212761,22.209452798724865,False,0.052280653,0.00038487924,0.026409741968
20240807_A119gpd1,"(1.1749830857017969, 16.601189265881914)","(2.9423395617030508, 21.14618183529882)","(5.7192733234825255, 21.90926510491144)",22.19595510238755,21.99534604298,21.67548416284932,False,0.09548321,0.0067650937,0.05247717059
20240807_A119gpd1,"(91.40088010149228, 496.0930695818225)","(51.30855808547142, 404.44272136316965)","(6.761439589200904, 309.74380861540993)",21.58938849667782,25.5498438303746,21.401900661053325,False,0.057120897,1.48589015e-05,0.028570849731049997
20240807_A119gpd1,"(24.164927992581966, 10.21270957656239)","(43.62073721860497, 29.786255665447612)","(61.93651284214806, 53.47677825140099)",21.95776048873576,21.91131707397077,24.59369965411429,False,0.10454442,7.5406744e-05,0.0523249947208
20240807_A119gpd1,"(190.1649414526175, 74.71009798643539)","(234.6274377226131, 116.19012361166662)","(279.5417927204803, 163.06731697502983)",22.922760212193367,22.248085831603465,22.421764794892724,False,0.11853477,5.322915e-06,0.0592711110405
20240807_A119gpd1,"(497.28853036167607, 7.903705961793236)","(455.80454639603846, 15.60889677301472)","(415.6565207316843, 27.654058269958853)",22.258366743856367,20.93756480978099,22.22452781504459,False,0.19358902,2.750795e-05,0.096813765565
20240807_A119gpd1,"(455.7576532392226, 15.744825877709246)","(456.3769491796726, 119.77316758799654)","(457.39125407535937, 216.18893117283292)",21.018393609054527,21.97173410548745,21.20548066108797,False,0.19968106,0.00019304504,0.099975661528
20240807_A119gpd1,"(415.1779687381866, 344.6827306183302)","(339.59237630638347, 242.21568044026702)","(259.2430626885249, 133.4066378796112)",21.872285927959183,22.65114500869249,23.133688497407164,False,0.12207538,0.0001858031,0.06116775217
20240807_A119gpd1,"(477.2262023425917, 105.42143061728532)","(469.182059094599, 60.639434837553125)","(455.6718671675161, 15.658110729659285)",23.07612869853896,17.633255280893344,21.20807231299964,False,0.0012722616,3.4897064e-05,0.0006605587448
20240807_A119gpd1,"(423.73113091060475, 235.27725419519066)","(301.3590913823224, 215.76531057044858)","(183.52162963334564, 201.71803097433482)",22.498585062625907,23.20031462463266,21.829775082639745,False,0.08668732,6.6650966e-05,0.0433903156762
20240807_A119gpd1,"(232.766171738956, 453.0692016844526)","(163.36207588739032, 359.6961043960368)","(89.74468480661815, 271.40481612633)",21.7922593216308,22.235233982609145,21.68411096592218,False,0.05222566,1.230539e-05,0.026121443773
20240807_A119gpd1,"(501.282166168451, 354.5745919358819)","(402.58826051126186, 241.73669209004032)","(303.8246888776086, 137.41413241110683)",23.010074932531538,22.90314364239853,21.594664402864744,False,0.3076384,6.6650966e-05,0.15386585567619998
20240807_A119gpd1,"(163.0895677445062, 359.4208198847462)","(182.28969877580226, 367.8637584883086)","(195.18534530360006, 377.19331958713894)",21.91597116881492,20.40719451576409,21.51817961205488,False,0.04454042,0.0002621071,0.02245368497
20240807_A119gpd1,"(195.07971592285736, 376.9521541145025)","(286.3589198788833, 336.5988187679995)","(385.5067193815546, 297.8112170020052)",21.83407974170171,22.279669571246416,22.534796447498618,False,0.1922997,5.295624e-06,0.0961535569368
20240807_A119gpd1,"(469.18043368016833, 60.483013346284366)","(415.86657492905897, 27.18727903307621)","(363.86073757880143, 1.0032104123893646)",17.62737591051785,22.05829655851448,18.09851426230221,False,0.118703485,7.873381e-06,0.0593572538667
